Adresse;x;y;Arrondissement
62 RUE JEAN PIERRE TIMBAUD;48.86675; 2.374074;75011
63 BOULEVARD DE BATIGNOLLES;48.882435; 2.32123;75017
63 BOULEVARD DES BATIGNOLLES;48.882435; 2.32123;75017
63 RUE DES BATIGNOLLES;48.881262; 2.317319;75008
63 RUE SAINT LAZARE/HOTEL LANGLOIS;48.876813; 2.33364;75009
63/73 RUE NATIONALE;48.826577; 2.366554;75013
64 AVENUE DE NEW YORK;48.862712; 2.293955;75016
64 AVENUE MARCEAU;48.870598; 2.298018;75008
64 BOULEVARD DE MENILMONTANT;48.863863; 2.38679;75020
64 RUE DE MONCEAU;48.878738; 2.313015;75008
64 RUE MONCEAU;48.878738; 2.313015;75008
64 RUE NOTRE DAME DE LORETTE;48.880389; 2.335226;75009
65 RUE MONCEAU;48.878944; 2.313053;75008
65 RUE MOUFFETARD;48.842472; 2.349811;75005
66 ET 49 RUE DE RENNES;48.852915; 2.332527;75006
66 RUE DU PRE SAINT GERVAIS;48.878816; 2.397859;75019
66 RUE RENE BOULANGER;48.869092; 2.358482;75010
67 BOULEVARD BARBES (CAFE LE METRO);48.890351; 2.349386;75018
67 BOULEVARD PICPUS;48.846623; 2.399661;75012
67/69 RUE JEAN BAPTISTE PIGALLE/SAF DE PARIS;48.881507; 2.336479;75009
68 AVENUE DE VILLIERS;48.883828; 2.305419;75017
68 BOULEVARD DE CLICHY;48.883568; 2.334099;75018
68 BOULEVARD PICPUS;48.84536; 2.402358;75012
68 RUE SINGER;48.857164; 2.27353;75016
68BIS BOULEVARD DE COURCELLES;48.880124; 2.306904;75017
69 AVENUE DE SAINT MANDE;48.844773; 2.40503;75012
69 BOULEVARD HAUSSMANN;48.873004; 2.333128;75009
69 BOULEVARD SAINT MICHEL;48.847074; 2.340926;75005
69 RUE DES GRAVILLIERS;48.864506; 2.354232;75003
69/71 RUE DE COURCELLES;48.878359; 2.304543;75008
69/71 RUE DE LA FAISANDERIE;48.867748; 2.275333;75016
69/91 RUE DE BELLEVILLE;48.873777; 2.384688;75019
6BIS PASSAGE DE LA FONDERIE;48.866433; 2.375812;75011
7 AU 15 RUE DES PETITES ECURIES;48.872579; 2.351829;75010
7 AVENUE D'IENA;48.865449; 2.29418;75016
7 AVENUE FRANKLIN D. ROOSEVELT;48.865746; 2.309988;75008
7 AVENUE FRANKLIN ROOSEVELT;48.865746; 2.309988;75008
7 BIS RUE EUGENE CARRIERE;48.889312; 2.332247;75018
7 COUR DU MINERVOIS/HOTEL ADAGIO;48.8412; 2.3876;75012
7 ESPLANADE HENRI DE FRANCE;48.838487; 2.270661;75015
7 PLACE DE CLICHY;48.883747; 2.326873;75017
7 PLACE DE MEXICO;48.865449; 2.282992;75016
7 PLACE VENDOME;48.867285; 2.328333;75001
7 ROND POINT DES CHAMPS ELYSEES;48.868742; 2.309008;75008
7 RUE APOLLINE;48.869027; 2.353354;75002
7 RUE CHATEAUBRIAND;48.873307; 2.302135;75008
7 RUE DE HARLAY;48.856701; 2.343164;75001
7 RUE DE JARRY;48.873972; 2.355905;75010
7 RUE DE JOUY;48.854825; 2.358295;75004
7 RUE DE L'ECHELLE;48.864024; 2.334199;75001
7 RUE DE L'ECHELLE/HOTEL NORMANDIE;48.864024; 2.334199;75001
7 RUE DE PALI KAO;48.870025; 2.381177;75020
7 RUE DES 3 FRERES/LE PROGRES;48.883879; 2.341422;75018
7 RUE DES BOIS;48.878289; 2.397554;75019
7 RUE DES CHANTIERS;48.849008; 2.354503;75005
7 RUE DU BOURG L'ABBE;48.863922; 2.351998;75003
7 RUE JEAN QUARRE/COLLEGE GUILLAUME BUDE;48.87683; 2.396256;75019
7 RUE LECHAPELAIS;48.885995; 2.325693;75017
7 RUE ROBERT ET SONIA DELAUNAY;48.85533; 2.393375;75011
7 RUE SAUSSIER LEROY;48.8794247; 2.2963723;75008
7 RUE SEXTIUS MICHEL;48.851416; 2.288843;75015
7 RUE SONIA DELAUNAY;48.85533; 2.393375;75011
7 RUE TRONCHET;48.871399; 2.325237;75008
7 SQUARE BOLIVAR;48.875771; 2.383364;75019
7/10 RUE DES IMMEUBLES INDUSTRIELS;48.849611; 2.392785;75011
7/9 RUE DAREAU;48.831529; 2.338429;75014
70 AVENUE DE BRETEUIL;48.848251; 2.311245;75007
70 AVENUE DE BRETEUUIL;48.848251; 2.311245;75007
70 AVENUE DE FRANCE (CHANTIER 'DALLES M9AB);48.8322; 2.3561;75013
70 BOULEVARD DE CHARONNE;48.854438; 2.395684;75011
70 BOULEVARD SERRURIER;48.881712; 2.39652;75019
70 RUE DE MEAUX;48.88322; 2.37655;75019
70 RUE DU RENDEZ VOUS;48.846921; 2.40042;75012
70 RUE DU ROCHER;48.879172; 2.318753;75008
70 RUE RIQUET;48.888892; 2.372782;75019
71 QUAI DE SEINE;48.888165; 2.377387;75019
72 AVENUE DE WAGRAM;48.880055; 2.299844;75017
72 BOULEVARD AURIOL;48.834349; 2.365601;75013
72 BOULEVARD DE PICPUS;48.845508; 2.402141;75012
72 QUAI DE L'HOTEL DE VILLE;48.854746; 2.35441;75004
72 RUE BARRAULT;48.825135; 2.346577;75013
72 RUE CROZATIER;48.850086; 2.379252;75012
72 RUE DE LILLE;48.860551; 2.323047;75007
72 RUE LOUIS LUMIERE;48.862341; 2.41113;75020
73 BOULEVARD DE CLICHY;48.883948; 2.331118;75009
73 RUE DE MAUBEUGE;48.880061; 2.350502;75010
74 BOULEVARD DE PORT ROYAL;48.838098; 2.344244;75005
74 RUE BOTZARIS;48.879449; 2.388476;75019
74 RUE DE DUNKERQUE;48.882328; 2.345941;75009
74 RUE DE LA ROQUETTE;48.855768; 2.37523;75011
74 RUE DUNOIS;48.833536; 2.365713;75013
74TER RUE LAURISTON;48.868221; 2.288805;75016
75 BOULEVARD DE MONTMORENCY;48.850121; 2.261817;75016
75 BOULEVARD MONTMORENCY;48.850121; 2.261817;75016
75 RUE DU FAUBOURG SAINT ANTOINE;48.851796; 2.374503;75011
75 RUE DU FAUBOURG SAINT MARTIN;48.872365; 2.357383;75010
76 RUE DE RENNES/CINEMA L'ARLEQUIN;48.851278; 2.330648;75006
78 AVENUE MOZART;48.852742; 2.26815;75016
7BIS RUE DE L'AQUEDUC;48.880001; 2.358657;75010
7BIS RUE MICHEL CHASLES;48.846712; 2.373717;75012
8 AVENUE DE LA MADELEINE;48.868955; 2.324666;75008
8 AVENUE ELISEE RECLUS;48.858373; 2.297476;75007
8 BIS RUE SEDAIN E;48.855589; 2.371411;75011
8 ET 24 RUE DE BELLEVILLE;48.875537; 2.391546;75019
8 RUE ANDRE ANTOINE;48.883103; 2.337636;75018
8 RUE BOISSY D'ANGLAS;48.868093; 2.321467;75008
8 RUE COCHIN;48.850249; 2.352538;75005
8 RUE D'ARCOLE;48.854031; 2.34943;75004
8 RUE DE CHARTREUX;48.842027; 2.335294;75006
8 RUE DE DOUAI;48.881494; 2.335575;75009
8 RUE DE LA BAUME;48.874464; 2.311821;75008
8 RUE DE LA MAIN D'OR (BAR);48.869635; 2.374634;75011
8 RUE DE NAVARIN;48.879596; 2.339392;75009
8 RUE DES HALLES;48.859367; 2.347219;75001
8 RUE GARANCIERE;48.850021; 2.335781;75006
8 RUE LAPLACE;48.847287; 2.347722;75005
8 RUE MONSIGNY;48.868666; 2.335474;75002
8 RUE NAVARIN;48.879596; 2.339392;75009
8 RUE PASTOURELLE;48.862171; 2.360665;75003
8 RUE PIXERECOURT;48.872519; 2.395986;75020
8 RUE POLIVEAU;48.840372; 2.360891;75005
8 RUE RASSELIN;48.853897; 2.409495;75020
8/10 RUE THOMAS MANN;48.830226; 2.380614;75013
8/12 RUE BOISSY D'ANGLAS (BUDDHA BAR);48.868566; 2.321761;75008
8/12 RUE NICOLE REINE LEPAUTE;48.826391; 2.380981;75013
8/45 RUE DU GENERAL BRUNET;48.881792; 2.392509;75019
80 BOULEVARD DE ROCHECHOUART;48.882841; 2.343165;75018
80 QUAI DE JEMMAPES;48.872299; 2.364978;75010
80 QUAI DE JEMMAPES/COMPTOIR GENERAL;48.872299; 2.364978;75010
80 RUE DE CHARONNE;48.853592; 2.380827;75011
82 RUE DE L'HOTEL DE VILLE;48.854952; 2.354511;75004
82 RUE RIQUET;48.889994; 2.362761;75018
83 AVENUE KELEBER;48.864621; 2.288686;75016
83 BOULEVARD SAINT GERMAIN;48.851767; 2.341002;75006
83 RUE LEPIC;48.887338; 2.337053;75018
83 RUE TAITBOUT;48.877154; 2.335402;75009
83/87 AVENUE D'ITALIE;48.824038; 2.35843;75013
84 AVENUE DE SUFFREN;48.85121; 2.30055;75015
84 AVENUE KLEBER;48.866723; 2.289632;75016
84 BOULEVARD DU MONTPARNASSE;48.842858; 2.326358;75014
85/165 RUE MARCADET;48.891356; 2.337103;75018
86 RUE BARON LE ROY;48.832236; 2.390807;75012
87 AVENUE DE VILLIERS;48.884206; 2.301948;75017
87 QUAI DE LA GARE;48.836952; 2.373944;75013
87 RUE DE LA ROQUETTE;48.857163; 2.378662;75011
87 RUE DE VILLIERS;48.884206; 2.301948;75017
88 BOULEVARD DE PICPUS;48.846341; 2.400661;75012
88/82 BOULEVARD DE COURCELLES;48.879841; 2.305516;75017
89 RUE BARON LEROY/STUDIO DE BERCY;48.841379; 2.377464;75012
89 RUE DE L'HOTEL DE VILLE;48.854714; 2.354821;75004
89 RUE DU FAUBOURG SAINT ANTOINE;48.85164; 2.37514;75011
8BIS RUE VERDERET/PLACE THEODORE RIVIERE;48.847014; 2.268191;75016
9 AVENUE DE L'OBSERVATOIRE;48.843502; 2.337604;75006
9 AVENUE GABRIEL;48.867933; 2.31749;75008
9 AVENUE GABRIEL (STUDIO GABRIEL);48.867933; 2.31749;75008
9 ESPLANADE VIDAL NAQUET;48.829644; 2.381618;75013
9 ET 11 RUE BOUCHUT;48.846999; 2.309895;75015
9 ET 11 RUE TRONCHET;48.871633; 2.32541;75008
9 PLACE D'IENA;48.864215; 2.292995;75016
9 QUAI DE L'OISE;48.890031; 2.382101;75019
9 RUE ANDRE DANJON;48.884843; 2.3845;75019
9 RUE BELLOT;48.886048; 2.367332;75019
9 RUE CHARRIERE;48.853152; 2.381932;75011
9 RUE DE L'AMIRAL D'ESTAING;48.866925; 2.293241;75016
9 RUE DE L'ORME;48.87817; 2.400169;75019
9 RUE DE LA GRANDE TRUANDERIE;48.862714; 2.34922;75001
9 RUE DE LA TASSE;48.860293; 2.286092;75016
9 RUE DE NAVARRE;48.844295; 2.353187;75005
9 RUE FORTUNY;48.882107; 2.306226;75017
9 RUE FROIDEVAUX;48.834658; 2.330117;75014
9 RUE GANDON;48.821264; 2.360936;75013
9 RUE MANUEL;48.878255; 2.340365;75009
9 RUE MYRHA;48.887222; 2.355343;75018
9 RUE RAFFAELLI;48.843367; 2.255578;75016
9 VILLA DU BORREGO;48.873657; 2.400664;75020
9/11 AVENUE TRUDAINE;48.88158; 2.345441;75009
9/12 RUE ROSA BONHEUR;48.846327; 2.309429;75015
90 RUE BOULANGER/HOTEL PROVIDENCE;48.8709; 2.3561;75010
90 RUE DE LA CHAPELLE;48.896899; 2.35968;75018
90 RUE RENE BOULANGER/HOTEL PROVIDENCE;48.8709; 2.3561;75010
92 RUE D'ASSAS;48.843572; 2.333494;75006
92/102 RUE JEAN PIERRE TIMBAUD;48.867009; 2.37456;75011
93 ET 102 AVENUE DES CHAMPS ELYSEES;48.871839; 2.30228;75008
95 QUAI DE SEINE;48.886466; 2.373834;75019
96 BOULEVARD DE CLICHY;48.884207; 2.331789;75018
96 RUE DES MARTYRS;48.878979; 2.339935;75009
96 RUE JEAN PIERRE TIMBAUD;48.867766; 2.377989;75011
96 RUE MONGE/ANGLE RUE DAUBENTON;48.84098; 2.35253;75005
97 BOULEVARD DE MONTMORENCY;48.848709; 2.26077;75016
97 BOULEVARD HAUSSMANN;48.874813; 2.31818;75008
98 RUE ORDENER;48.892972; 2.341871;75018
99 AVENUE DES CHAMPS ELYSEES;48.871794; 2.301116;75008
99 BOULEVARD DE L'HOPITAL;48.837324; 2.360209;75013
99 BOULEVARD DU MONTPARNASSE;48.842523; 2.328376;75006
ALLEE CELESTIN HENNION (MARCHE AUX FLEURS);48.8601; 2.3507;75004
ALLEE VIVALDI;48.84165; 2.39109;75012
ARENES DE LUTECE;48.84509; 2.354004;75005
AVENUE ALBERT 1ER DE MONACO;48.8605251; 2.2902312;75016
AVENUE CAMOENS ET ESCALIERS DELESSERT;48.859707; 2.286387;75016
AVENUE CARNOT;48.876085; 2.293322;75017
AVENUE CAULAINCOURT;48.889415; 2.335958;75018
AVENUE CESAR CAIRE;48.87654; 2.319594;75008
AVENUE CHARLES FLOQUET;48.85425; 2.297083;75007
AVENUE D'EYLAU;48.864545; 2.284779;75016
AVENUE D'IENA;48.868457; 2.295448;75016
AVENUE DE BRETEUIL;48.85046; 2.311558;75007
AVENUE DE CAMOENS;48.859707; 2.286387;75016
AVENUE DE FRANCE;48.830712; 2.376812;75013
AVENUE DE FRIEDLAND;48.874429; 2.300964;75008
AVENUE DE L'OBSERVATOIRE;48.842179; 2.33752;75006
AVENUE DE L'OPERA;48.871045; 2.332572;75009
AVENUE DE LA GRANDE ARMEE;48.876165; 2.289138;75017
AVENUE DE LA MOTTE PICQUET;48.855621; 2.307872;75007
AVENUE DE LOWENDAL;48.853137; 2.308818;75007
AVENUE DE NEW YORK;48.862712; 2.293955;75016
AVENUE DE SAINT MANDE/BD DE PICPUS (ANGLE);48.844956; 2.401011;75012
AVENUE DE SEGUR;48.850832; 2.309476;75007
AVENUE DE SUFFREN;48.852803; 2.298596;75007
AVENUE DE TOURVILLE;48.854185; 2.308388;75007
AVENUE DE VARSOVIE;48.842908; 2.268942;75016
AVENUE DE VILLIERS;48.883862; 2.303829;75017
AVENUE DE WAGRAM;48.881523; 2.300611;75017
AVENUE DENFERT ROCHEREAU;48.836116; 2.334413;75014
AVENUE DES CHAMPS ELYSEES;48.871088; 2.303634;75008
AVENUE DES NATIONS UNIES;48.867838; 2.29365;75016
AVENUE DES PORTUGAIS;48.871209; 2.293356;75016
AVENUE DU GENERAL FLOQUET;48.853144; 2.298341;75007
AVENUE DU GENERAL LECLERC;48.828651; 2.327876;75014
AVENUE DU GENERAL TRIPIER;48.854493; 2.296402;75007
AVENUE DU PRESIDENT KENNEDY;48.855687; 2.284946;75016
AVENUE DU PRESIDENT WILSON;48.864614; 2.29457;75016
AVENUE DU RECTEUR POINCARE/MILLERET DE BROU;48.852721; 2.272468;75016
AVENUE DUTUIT;48.866041; 2.315747;75008
AVENUE EDWARD TUCK;48.8659193; 2.315843;75008
AVENUE EMILE ACOLLAS;48.882995; 2.28863;75017
AVENUE FOCH;48.87326; 2.284752;75016
AVENUE FOCH (METRO PORTE DAUPHINE);48.870905; 2.277311;75016
AVENUE FRANKLIN ROOSEVELT;48.870061; 2.310119;75008
AVENUE GABRIEL;48.868391; 2.316734;75008
AVENUE GEORGES MANDEL;48.863483; 2.281409;75016
AVENUE GUSTAVE EIFFEL;48.857581; 2.294681;75007
AVENUE GUSTAVE EIFFEL (TOUR EIFFEL);48.857581; 2.294681;75007
AVENUE GUSTAVE V DE SUEDE;48.861764; 2.2897678;75016
AVENUE HENRI MARTIN;48.863976; 2.272965;75016
AVENUE HOCHE;48.876369; 2.300823;75008
AVENUE HUSSEIN 1ER JORDANIE;48.866469; 2.297067;75016
AVENUE JEAN JAURES;48.886104; 2.382253;75019
AVENUE JOSEPH BOUVARD;48.854628; 2.30871;75007
AVENUE JUGNOT;48.888192; 2.336122;75018
AVENUE JUNOT;48.888192; 2.336122;75018
AVENUE KLEBER;48.868042; 2.29059;75016
AVENUE MONTAIGNE;48.86649; 2.305758;75008
AVENUE MOZART;48.853994; 2.269154;75016
AVENUE PIERRE MENDES FRANCE;48.838798; 2.370187;75013
AVENUE PRUDHON;48.870509; 2.281698;75016
AVENUE RAPHAEL;48.859301; 2.267741;75016
AVENUE RAPP;48.859478; 2.300998;75007
AVENUE RICHERAND;48.872271; 2.365956;75010
AVENUE RUYSDAEL;48.878173; 2.310065;75008
AVENUE SECRETAN/RUE BASTE/E.PAILLERON;48.880876; 2.374347;75019
AVENUE TAILLADE;48.874651; 2.39404;75020
AVENUE TRUDAINE;48.881143; 2.343211;75009
AVENUE VAN DYCK;48.878459; 2.305927;75008
AVENUE VICTOR HUGO;48.868832; 2.283684;75016
AVENUE WINSTON CHURCHILL;48.86609; 2.313763;75008
BAINS DOUCHE RUE DES HAIES;48.8646; 2.3984;75020
BASSIN DE LA VILLETTE;48.876995; 2.387721;75019
BERGES* DU CANAL DE L'OURCQ;48.9333; 2.3667;93210
BERGES* DU CANAL SAINT MARTIN;48.8817; 2.3822;75019
BERGES* DU QUAI DE LA LOIRE;48.885571; 2.375345;75019
BIBLIOTHEQUE DE L'HOTEL DE VILLE;48.854714; 2.354821;75004
BIBLIOTHEQUE LOUISE MICHEL;48.8533051; 2.4010825;75020
BOIS* DE BOULOGNE;48.875133; 2.286885;75016
BOIS* DE VINCENNES;48.824166; 2.42055;75012
BOULEVARD AUGUSTE BLANQUI;48.830203; 2.348162;75013
BOULEVARD BARBES;48.887506; 2.34951;75018
BOULEVARD BEAUMARCHAIS;48.857255; 2.368412;75011
BOULEVARD BERTHIER ET CONTRE ALLEE;48.888792; 2.30081;75017
BOULEVARD BONNE NOUVELLE;48.870008; 2.350304;75002
BOULEVARD DE BONNE NOUVELLE;48.870428; 2.350449;75010
BOULEVARD DE CLICHY;48.883667; 2.333761;75018
BOULEVARD DE CLICHY ET PROMENADE JACQUES CANETTI;48.883667; 2.333761;75018
BOULEVARD DE CLICHY/RUE FROMENTIN;48.883667; 2.333761;75018
BOULEVARD DE COURCELLES;48.87928; 2.304576;75008
BOULEVARD DE DENAIN;48.879391; 2.354527;75010
BOULEVARD DE L'HOPITAL;48.837054; 2.359715;75013
BOULEVARD DE LA CHAPELLE;48.884395; 2.355889;75018
BOULEVARD DE LA CHAPELLE (VIS A VIS DU 102 AU 96;48.884196; 2.352929;75010
BOULEVARD DE LA VILLETTE;48.878667; 2.370574;75019
BOULEVARD DE ROCHECHOUART;48.883146; 2.344477;75018
BOULEVARD DE ROCHECHOUART (TERRE PLEIN CENTRAL);48.882996; 2.345851;75009
BOULEVARD DE ROCHECHOUART/R STEINKERQUE (ANGLE);48.883146; 2.344477;75018
BOULEVARD DE STRASBOURG;48.872684; 2.355912;75010
"BOULEVARD DE STRASBOURG N'61/62,40/42,51";48.872684; 2.355912;75010
BOULEVARD DES BATIGNOLLES;48.882435; 2.32123;75017
BOULEVARD DES CAPUCINES/OLYMPIA;48.870283; 2.329842;75009
BOULEVARD DES MARECHAUX;48.885501; 2.307152;75017
BOULEVARD DIDEROT;48.846751; 2.381941;75012
BOULEVARD DIDEROT/RUE DE PICPUS;48.843975; 2.401575;75012
BOULEVARD DU MONTPARNASSE;48.84341; 2.325946;75006
BOULEVARD DU PALAIS;48.854852; 2.345722;75004
BOULEVARD DU TEMPLE;48.859181; 2.353918;75004
BOULEVARD EDGAR QUINET;48.840764; 2.326543;75014
BOULEVARD HAUSSMANN;48.873004; 2.333128;75009
BOULEVARD HENRI IV;48.85172; 2.36443;75004
BOULEVARD MAGENTA;48.876029; 2.356543;75010
BOULEVARD MALESHERBES;48.875906; 2.318274;75008
BOULEVARD MORTIER;48.86958; 2.408745;75020
BOULEVARD RASPAIL;48.846501; 2.3285;75006
BOULEVARD SAINT DENIS;48.869313; 2.353506;75002
BOULEVARD SAINT DENIS/BD SEBASTOPOL (CROISEMENT);48.8709; 2.3561;75010
BOULEVARD SAINT GERMAIN;48.849855; 2.350103;75005
BOULEVARD SAINT GERMAIN (ANGLE RUE BONAPARTE);48.853281; 2.333404;75006
BOULEVARD SAINT MARTIN;48.868413; 2.358962;75003
BOULEVARD SAINT MICHEL;48.847074; 2.340926;75005
BOULEVARD SAINT MICHEL/CARREFOUR R GAY LUSSAC;48.8448; 2.3471;75005
BOULEVARD SEBASTOPOL;48.866031; 2.352351;75002
BOULEVARD SERRURIER;48.882512; 2.396264;75019
BOULEVARD SERRURIER (NIVEAU METRO TELEGRAPHE);48.882512; 2.396264;75019
BOULEVARD SUCHET (NIVEAU SQUARE TOLSTOI);48.855616; 2.263306;75016
BOULEVARD VINCENT AURIOL;48.83413; 2.36509;75013
CANAL* DE L'OURCQ;48.9729571; 2.8720306;93500
CARREFOUR AVENUE DE VILLIERS;48.883862; 2.303829;75017
CARREFOUR DES RUES CHAMPIONNET ET DU POTEAU;48.895687; 2.340099;75018
CARREFOUR DES RUES CHAMPIONNET ET POTEAU;48.895687; 2.340099;75018
CARREFOUR RUE THOMAS MANN;48.829966; 2.379982;75013
CARREFOUR RUE TRAVERSIERE/R CHARENTON/R CASTELAR;48.847854; 2.373575;75012
CENTRE MORLAND/SALLES 1030/2044 ET 2048;48.84726; 2.365669;75004
CENTRE NATIONAL DE DANSE;48.8953127; 2.3999775;93500
CENTRE SPORTIF PLACE DES FETES;48.877481; 2.393126;75019
CHEMIN CEINTURE DU LAC INFERIEUR/B.BOULOGNE;48.866603; 2.261552;75016
CIMETIERE* DE MONTMARTRE;48.898989; 2.336486;75018
CIMETIERE* DE PANTIN;48.9; 2.45;93000
CIMETIERE* DE PASSY;48.857829; 2.279921;75016
CIMETIERE* DE THIAIS;48.764193; 2.369363;94320
CIMETIERE* MONTMARTRE;48.898989; 2.336486;75018
CIMETIERE* PARISIEN D'IVRY;48.7833; 2.4667;94000
CITE CHARLES GODON;48.879309; 2.340957;75009
CITE DE TREVISE;48.875078; 2.346796;75009
CITE DEBERGUE;48.845803; 2.404217;75012
CITE DU MIDI;48.883624; 2.335717;75018
CITE INTERNATIONALE DES ARTS;48.853405; 2.358201;75004
CITE TREVISE;48.875078; 2.346796;75009
CITE UNIVERSITAIRE DE MALESBERBES;48.892697; 2.320271;75017
CONTRE ALLEE 3 AU 7 AV DE LA GRANDE ARMEE;48.866982; 2.302699;75008
CONTRE ALLEE DU BOULEVARD DE LA VILLETTE;48.878667; 2.370574;75019
COUR DE LA FERME SAINT LAZARE;48.876234; 2.354956;75010
COURS DES PETITES ECURIES;48.872651; 2.352558;75010
COURS LA REINE;48.864884; 2.303314;75008
DU 3 AU 43 RUE DE VERNEUIL;48.858418; 2.327537;75007
ECOLE DE CUISINE/64 RUE DU RANELAGH;48.854987; 2.27273;75016
ECOLE ELEMENTAIRE (1 R DU GENERAL CAMOU);48.858889; 2.299853;75007
ECOLE ELEMENTAIRE RUE VAUCANSON;48.8637; 2.3615;75003
ECOLE MATERNELLE (28 AVENUE RAPP);48.858623; 2.300202;75007
ECOLE MATERNELLE D'ARTAGNAN;48.845405; 2.38604;75012
"ECOLE MATERNELLE/12, RUE CHAPTAL";48.880826; 2.33362;75009
ECOLE VULPIAN GERVAIS CORVISART;48.831737; 2.347686;75013
EGLISE NOTRE DAME DE LA CROIX;48.869165; 2.386366;75020
EGLISE SAINT CHRISTOPHE DE JAVEL;48.844398; 2.279589;75015
EGLISE SAINT ETIENNE DU MONT;48.846736; 2.348068;75005
EGLISE SAINT GERMAIN DE L'AUXERROIS;48.858339; 2.344498;75001
EGLISE SAINT GERMAIN DES PRES;48.854352; 2.333248;75006
EGLISE SAINT GERVAIS;48.855529; 2.354117;75004
EGLISE SAINT JACQUES ST CHRISTOPHE;48.899099; 2.374034;75019
EGLISE SAINT PAUL;48.853633; 2.361774;75004
ESCALIER ANGLE RUE WATT ET R ALBERT EINSTEIN;48.826541; 2.38206;75013
ESCALIER ENTRE LES RUES LAMARCK ET BACHELET;48.888672; 2.344938;75018
ESCALIER ENTRE R CARDINAL DUBOIS/SQUARE L. MICHEL;48.8925; 2.3444;75018
ESCALIER RUE BEETHOVEN;48.85841; 2.287231;75016
ESCALIER RUE DU ROCHER;48.87842; 2.319739;75008
ESPACE SPORTIF EDOUARD PAILLERON;48.880767; 2.377454;75019
ESPLANADE ENTRE RUE DE MEAUX ET AV JEAN JAURES;48.885483; 2.381089;75019
ESPLANADE GASTON MONNERVILLE;48.8433954; 2.3369741;75006
ESPLANADE PIERRE VIDAL NAQUET;48.82977; 2.38169;75013
ESPLANADE RENE LEBAS;48.8574; 2.3795;75011
ESPLANADE VIDAL NAQUET;48.82977; 2.38169;75013
FOIRE DU TRONE;48.847795; 2.398097;75012
GYMNASE CHOISY MASSENA;48.825224; 2.360482;75013
GYMNASE DURANTIN;48.886291; 2.336073;75018
GYMNASE GAUGUIN;48.8718; 2.3399;75009
GYMNASE JAPY;48.855874; 2.38245;75011
GYMNASE UCJG/14 RUE DE TREVISE;48.87347; 2.34529;75009
HOPITAL COCHIN;48.8369622; 2.3401797;75014
HOTEL DE LAUZUN;48.856896; 2.351081;75004
HOTEL DIEU;48.854714; 2.354821;75004
HOTEL DIEU/1 PLACE DU PARVIS NOTRE DAME;48.854342; 2.347729;75004
IMPASSE DE LA POISSONNERIE;48.85194; 2.365872;75004
IMPASSE DE LA TOUR D'AUVERGNE;48.879763; 2.342312;75009
IMPASSE MAUBERT;48.851098; 2.34962;75005
JARDIN* DE LA NOUVELLE FRANCE;48.870546; 2.324954;75008
JARDIN* DEBERGUE RENDEZ VOUS;48.845994; 2.402312;75012
JARDIN* DES CHAMPS ELYSEES;48.864203; 2.314419;75008
JARDIN* DES GRANDS EXPLORATEURS;48.8415535; 2.3368524;75006
JARDIN* DU MUSEE GALLIERA;48.865472; 2.297646;75016
JARDIN* DU PRE CATELAN;48.865015; 2.2552;75016
JARDIN* DU RANELAGH;48.855183; 2.271948;75016
JARDIN* DU THEATRE DU ROND POINT;48.8678335; 2.3118866;75008
JARDIN* DU TROCADERO;48.862548; 2.28222;75016
JARDIN* LOUISE MICHEL (PARTIE HAUTE);48.8925; 2.3444;75018
JARDIN* MEDIEVAL DU MUSEE DE CLUNY;48.850563; 2.344829;75005
MAIRIE DU 10EME ARRONDISSEMENT;48.8718012; 2.3577862;75010
MAIRIE DU 14EME (SALLE DES MARIAGES);48.8601; 2.3507;75004
MAIRIE DU 7EME ARRONDISSEMENT;48.8572814; 2.320402;75007
MARCHE* BEAUVAU;48.848106; 2.375373;75012
MARCHE* BELGRAND;48.864707; 2.404536;75020
MARCHE* COUVERT DE PASSY/1 RUE DU BOIS LE VENT;48.857471; 2.277292;75016
MARCHE* DE BELLEVILLE;48.875537; 2.391546;75019
MARCHE* SAINT GERMAIN;48.852798; 2.336771;75006
P. CEINTURE PC 15/RUE O.DE SERRES/PLACE BALARD;48.83643; 2.297706;75015
PALAIS DE JUSTICE;48.862388; 2.337206;75001
PALAIS* DE JUSTICE;48.862388; 2.337206;75001
PARC ANDRE CITROEN;48.847304; 2.279404;75015
PARC DE BAGATELLE;48.870467; 2.247866;75016
PARC DE BELLEVILLE ET BELVEDERE;48.8646; 2.3984;75020
PARC DE BERCY;48.836091; 2.380547;75012
PARC DES BUTTES CHAUMONT;48.879186; 2.387537;75019
PARC DES BUTTES CHAUMONT (PAVILLON LE PUEBLA);48.8817; 2.3822;75019
PARC DU CHAMP DE MARS;48.854395; 2.304772;75007
PARC MONCEAU;48.878086; 2.311263;75008
PARC MONTSOURIS;48.822372; 2.334367;75014
PARKING 20 RUE ERARD;48.846014; 2.385479;75012
PARKING DU STADE COURBERTIN;48.862825; 2.272628;75016
PARKING H/PROCHE RESTAURANT LE GALION;48.8637; 2.2769;75016
PARKING ROUTE DU POINT DE VUE;48.818552; 2.4512;75012
PARVIS DE L'EGLISE NOTRE DAME;48.853542; 2.347221;75004
PARVIS DE L'EGLISE SAINT VINCENT DE PAUL;48.88078; 2.352358;75010
PARVIS DE L'HOTEL DE VILLE;48.854714; 2.354821;75004
PARVIS DE LA BASILIQUE SAINTE CLOTILDE;48.8565; 2.321;75007
